model_id,model_name,maker,release_date,created_at,last_modified,params_b,license,provider,api_model_id,api_model_id_raw,model_family,status,access,modality,context_window,notes,source_snapshot,model_origin,model_type_primary
openai:gpt-5-codex,gpt-5-codex,OpenAI,2025/9/10,2025-09-10T18:10:18Z,,,,openai,gpt-5-codex,gpt-5-codex,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5-pro-2025-10-06,gpt-5-pro-2025-10-06,OpenAI,2025/10/3,2025-10-03T05:35:07Z,,,,openai,gpt-5-pro-2025-10-06,gpt-5-pro-2025-10-06,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5-pro,gpt-5-pro,OpenAI,2025/10/3,2025-10-03T05:37:02Z,,,,openai,gpt-5-pro,gpt-5-pro,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-audio-mini,gpt-audio-mini,OpenAI,2025/10/3,2025-10-03T17:20:27Z,,,,openai,gpt-audio-mini,gpt-audio-mini,,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-audio-mini-2025-10-06,gpt-audio-mini-2025-10-06,OpenAI,2025/10/3,2025-10-03T17:22:17Z,,,,openai,gpt-audio-mini-2025-10-06,gpt-audio-mini-2025-10-06,,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5-search-api,gpt-5-search-api,OpenAI,2025/10/3,2025-10-03T18:03:49Z,,,,openai,gpt-5-search-api,gpt-5-search-api,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-realtime-mini,gpt-realtime-mini,OpenAI,2025/10/3,2025-10-03T18:45:33Z,,,,openai,gpt-realtime-mini,gpt-realtime-mini,,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-realtime-mini-2025-10-06,gpt-realtime-mini-2025-10-06,OpenAI,2025/10/3,2025-10-03T18:46:15Z,,,,openai,gpt-realtime-mini-2025-10-06,gpt-realtime-mini-2025-10-06,,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5-search-api-2025-10-14,gpt-5-search-api-2025-10-14,OpenAI,2025/10/9,2025-10-09T21:06:00Z,,,,openai,gpt-5-search-api-2025-10-14,gpt-5-search-api-2025-10-14,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5.1-chat-latest,gpt-5.1-chat-latest,OpenAI,2025/11/7,2025-11-07T20:39:11Z,,,,openai,gpt-5.1-chat-latest,gpt-5.1-chat-latest,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5.1-2025-11-13,gpt-5.1-2025-11-13,OpenAI,2025/11/10,2025-11-10T18:45:53Z,,,,openai,gpt-5.1-2025-11-13,gpt-5.1-2025-11-13,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5.1,gpt-5.1,OpenAI,2025/11/10,2025-11-10T18:51:13Z,,,,openai,gpt-5.1,gpt-5.1,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5.1-codex,gpt-5.1-codex,OpenAI,2025/11/12,2025-11-12T22:57:01Z,,,,openai,gpt-5.1-codex,gpt-5.1-codex,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5.1-codex-mini,gpt-5.1-codex-mini,OpenAI,2025/11/13,2025-11-13T04:11:49Z,,,,openai,gpt-5.1-codex-mini,gpt-5.1-codex-mini,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5.1-codex-max,gpt-5.1-codex-max,OpenAI,2025/11/20,2025-11-20T20:45:32Z,,,,openai,gpt-5.1-codex-max,gpt-5.1-codex-max,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5.2-2025-12-11,gpt-5.2-2025-12-11,OpenAI,2025/12/9,2025-12-09T20:43:48Z,,,,openai,gpt-5.2-2025-12-11,gpt-5.2-2025-12-11,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5.2,gpt-5.2,OpenAI,2025/12/9,2025-12-09T20:44:11Z,,,,openai,gpt-5.2,gpt-5.2,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5.2-pro-2025-12-11,gpt-5.2-pro-2025-12-11,OpenAI,2025/12/10,2025-12-10T05:19:19Z,,,,openai,gpt-5.2-pro-2025-12-11,gpt-5.2-pro-2025-12-11,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5.2-pro,gpt-5.2-pro,OpenAI,2025/12/10,2025-12-10T05:19:43Z,,,,openai,gpt-5.2-pro,gpt-5.2-pro,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5.2-chat-latest,gpt-5.2-chat-latest,OpenAI,2025/12/10,2025-12-10T05:25:52Z,,,,openai,gpt-5.2-chat-latest,gpt-5.2-chat-latest,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-4o-mini-transcribe-2025-12-15,gpt-4o-mini-transcribe-2025-12-15,OpenAI,2025/12/13,2025-12-13T07:20:07Z,,,,openai,gpt-4o-mini-transcribe-2025-12-15,gpt-4o-mini-transcribe-2025-12-15,gpt4,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-4o-mini-transcribe-2025-03-20,gpt-4o-mini-transcribe-2025-03-20,OpenAI,2025/12/13,2025-12-13T07:22:25Z,,,,openai,gpt-4o-mini-transcribe-2025-03-20,gpt-4o-mini-transcribe-2025-03-20,gpt4,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-realtime-mini-2025-12-15,gpt-realtime-mini-2025-12-15,OpenAI,2025/12/13,2025-12-13T07:46:47Z,,,,openai,gpt-realtime-mini-2025-12-15,gpt-realtime-mini-2025-12-15,,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-audio-mini-2025-12-15,gpt-audio-mini-2025-12-15,OpenAI,2025/12/15,2025-12-15T00:53:28Z,,,,openai,gpt-audio-mini-2025-12-15,gpt-audio-mini-2025-12-15,,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5.2-codex,gpt-5.2-codex,OpenAI,2025/12/19,2025-12-19T17:23:05Z,,,,openai,gpt-5.2-codex,gpt-5.2-codex,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-5.3-codex,gpt-5.3-codex,OpenAI,2026/2/8,2026-02-08T08:05:15Z,,,,openai,gpt-5.3-codex,gpt-5.3-codex,gpt5,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-realtime-1.5,gpt-realtime-1.5,OpenAI,2026/2/19,2026-02-19T00:37:49Z,,,,openai,gpt-realtime-1.5,gpt-realtime-1.5,,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-audio-1.5,gpt-audio-1.5,OpenAI,2026/2/20,2026-02-20T01:28:05Z,,,,openai,gpt-audio-1.5,gpt-audio-1.5,,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-4o-search-preview,gpt-4o-search-preview,OpenAI,2026/2/24,2026-02-24T03:58:54Z,,,,openai,gpt-4o-search-preview,gpt-4o-search-preview,gpt4,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
openai:gpt-4o-search-preview-2025-03-11,gpt-4o-search-preview-2025-03-11,OpenAI,2026/2/24,2026-02-24T04:00:21Z,,,,openai,gpt-4o-search-preview-2025-03-11,gpt-4o-search-preview-2025-03-11,gpt4,,api,,,,openai_models_2026-03-03.json,closed_source,frontier_closed
xai:manual-grok-1,Grok 1,xAI,2024/3/17,2024-03-17T00:00:00Z,,,,xai,manual-grok-1,,grok1,,api,,,Manual historical addition,manual_addition_2026-03-04,closed_source,frontier_closed
xai:manual-grok-1-5,Grok 1.5,xAI,2024/3/28,2024-03-28T00:00:00Z,,,,xai,manual-grok-1-5,,grok1.5,,api,,,Manual historical addition,manual_addition_2026-03-04,closed_source,frontier_closed
xai:manual-grok-2-closed,Grok 2 (closed),xAI,2024/8/13,2024-08-13T00:00:00Z,,,,xai,manual-grok-2-closed,,grok2,,api,,,Manual historical addition,manual_addition_2026-03-04,closed_source,frontier_closed
xai:manual-grok-3,Grok 3,xAI,2025/2/17,2025-02-17T00:00:00Z,,,,xai,manual-grok-3,,grok3,,api,,,Manual historical addition,manual_addition_2026-03-04,closed_source,frontier_closed
xai:manual-grok-4,Grok 4,xAI,2025/7/9,2025-07-09T00:00:00Z,,,,xai,manual-grok-4,,grok4,,api,,,Manual historical addition,manual_addition_2026-03-04,closed_source,frontier_closed
xai:manual-grok-4-5,Grok 4.5,xAI,2025/11/17,2025-11-17T00:00:00Z,,,,xai,manual-grok-4-5,,grok4.5,,api,,,Manual historical addition,manual_addition_2026-03-04,closed_source,frontier_closed
deepseek:deepseek-ai/deepseek-coder-6.7b-base,deepseek-coder-6.7b-base,DeepSeek,2023/10/23,2023-10-23 16:15:39+00:00,2024-03-19 03:54:51+00:00,,,deepseek,deepseek-ai/deepseek-coder-6.7b-base,deepseek-ai/deepseek-coder-6.7b-base,deepseek_coder,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-coder-1.3b-base,deepseek-coder-1.3b-base,DeepSeek,2023/10/28,2023-10-28 07:42:03+00:00,2023-11-14 03:32:27+00:00,,,deepseek,deepseek-ai/deepseek-coder-1.3b-base,deepseek-ai/deepseek-coder-1.3b-base,deepseek_coder,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-coder-6.7b-instruct,deepseek-coder-6.7b-instruct,DeepSeek,2023/10/29,2023-10-29 11:01:36+00:00,2024-02-02 03:02:26+00:00,,,deepseek,deepseek-ai/deepseek-coder-6.7b-instruct,deepseek-ai/deepseek-coder-6.7b-instruct,deepseek_coder,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-coder-1.3b-instruct,deepseek-coder-1.3b-instruct,DeepSeek,2023/10/29,2023-10-29 12:43:40+00:00,2024-03-07 13:23:21+00:00,,,deepseek,deepseek-ai/deepseek-coder-1.3b-instruct,deepseek-ai/deepseek-coder-1.3b-instruct,deepseek_coder,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-coder-33b-instruct,deepseek-coder-33b-instruct,DeepSeek,2023/11/1,2023-11-01 05:46:34+00:00,2024-03-07 08:25:20+00:00,,,deepseek,deepseek-ai/deepseek-coder-33b-instruct,deepseek-ai/deepseek-coder-33b-instruct,deepseek_coder,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-llm-7b-base,deepseek-llm-7b-base,DeepSeek,2023/11/29,2023-11-29 03:08:22+00:00,2023-11-30 03:06:57+00:00,,,deepseek,deepseek-ai/deepseek-llm-7b-base,deepseek-ai/deepseek-llm-7b-base,deepseek_llm,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-llm-7b-chat,deepseek-llm-7b-chat,DeepSeek,2023/11/29,2023-11-29 03:19:32+00:00,2023-11-29 11:41:18+00:00,,,deepseek,deepseek-ai/deepseek-llm-7b-chat,deepseek-ai/deepseek-llm-7b-chat,deepseek_llm,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-llm-67b-base,deepseek-llm-67b-base,DeepSeek,2023/11/29,2023-11-29 03:23:47+00:00,2023-11-30 03:07:29+00:00,,,deepseek,deepseek-ai/deepseek-llm-67b-base,deepseek-ai/deepseek-llm-67b-base,deepseek_llm,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-moe-16b-base,deepseek-moe-16b-base,DeepSeek,2024/1/8,2024-01-08 09:45:58+00:00,2024-01-12 03:12:15+00:00,,,deepseek,deepseek-ai/deepseek-moe-16b-base,deepseek-ai/deepseek-moe-16b-base,deepseek_other,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-moe-16b-chat,deepseek-moe-16b-chat,DeepSeek,2024/1/9,2024-01-09 04:55:35+00:00,2024-02-05 08:02:28+00:00,,,deepseek,deepseek-ai/deepseek-moe-16b-chat,deepseek-ai/deepseek-moe-16b-chat,deepseek_other,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-coder-7b-base-v1.5,deepseek-coder-7b-base-v1.5,DeepSeek,2024/1/25,2024-01-25 15:39:50+00:00,2024-02-04 15:21:28+00:00,,,deepseek,deepseek-ai/deepseek-coder-7b-base-v1.5,deepseek-ai/deepseek-coder-7b-base-v1.5,deepseek_coder,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-coder-7b-instruct-v1.5,deepseek-coder-7b-instruct-v1.5,DeepSeek,2024/1/25,2024-01-25 15:51:02+00:00,2024-02-05 03:38:36+00:00,,,deepseek,deepseek-ai/deepseek-coder-7b-instruct-v1.5,deepseek-ai/deepseek-coder-7b-instruct-v1.5,deepseek_coder,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-math-7b-base,deepseek-math-7b-base,DeepSeek,2024/2/5,2024-02-05 08:10:45+00:00,2024-02-06 02:32:21+00:00,,,deepseek,deepseek-ai/deepseek-math-7b-base,deepseek-ai/deepseek-math-7b-base,deepseek_math,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-math-7b-instruct,deepseek-math-7b-instruct,DeepSeek,2024/2/5,2024-02-05 08:14:00+00:00,2024-02-06 10:38:24+00:00,,,deepseek,deepseek-ai/deepseek-math-7b-instruct,deepseek-ai/deepseek-math-7b-instruct,deepseek_math,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-vl-7b-chat,deepseek-vl-7b-chat,DeepSeek,2024/3/7,2024-03-07 06:14:29+00:00,2024-03-15 07:04:05+00:00,,,deepseek,deepseek-ai/deepseek-vl-7b-chat,deepseek-ai/deepseek-vl-7b-chat,deepseek_vl,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-vl-1.3b-chat,deepseek-vl-1.3b-chat,DeepSeek,2024/3/7,2024-03-07 06:46:08+00:00,2024-03-15 07:05:05+00:00,,,deepseek,deepseek-ai/deepseek-vl-1.3b-chat,deepseek-ai/deepseek-vl-1.3b-chat,deepseek_vl,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V2,DeepSeek-V2,DeepSeek,2024/4/22,2024-04-22 07:53:46+00:00,2024-06-08 09:13:39+00:00,,,deepseek,deepseek-ai/DeepSeek-V2,deepseek-ai/DeepSeek-V2,deepseek_v2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V2-Chat,DeepSeek-V2-Chat,DeepSeek,2024/4/28,2024-04-28 09:53:56+00:00,2024-06-08 09:14:11+00:00,,,deepseek,deepseek-ai/DeepSeek-V2-Chat,deepseek-ai/DeepSeek-V2-Chat,deepseek_v2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V2-Lite,DeepSeek-V2-Lite,DeepSeek,2024/5/15,2024-05-15 05:31:53+00:00,2024-06-25 08:37:17+00:00,,,deepseek,deepseek-ai/DeepSeek-V2-Lite,deepseek-ai/DeepSeek-V2-Lite,deepseek_v2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V2-Lite-Chat,DeepSeek-V2-Lite-Chat,DeepSeek,2024/5/15,2024-05-15 05:34:09+00:00,2024-06-25 08:36:27+00:00,,,deepseek,deepseek-ai/DeepSeek-V2-Lite-Chat,deepseek-ai/DeepSeek-V2-Lite-Chat,deepseek_v2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-Coder-V2-Instruct,DeepSeek-Coder-V2-Instruct,DeepSeek,2024/6/14,2024-06-14 03:46:22+00:00,2024-08-21 06:42:50+00:00,,,deepseek,deepseek-ai/DeepSeek-Coder-V2-Instruct,deepseek-ai/DeepSeek-Coder-V2-Instruct,deepseek_coder,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-Coder-V2-Lite-Base,DeepSeek-Coder-V2-Lite-Base,DeepSeek,2024/6/14,2024-06-14 03:46:36+00:00,2024-07-03 05:14:22+00:00,,,deepseek,deepseek-ai/DeepSeek-Coder-V2-Lite-Base,deepseek-ai/DeepSeek-Coder-V2-Lite-Base,deepseek_coder,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,DeepSeek-Coder-V2-Lite-Instruct,DeepSeek,2024/6/14,2024-06-14 06:23:33+00:00,2024-07-03 05:16:11+00:00,,,deepseek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,deepseek_coder,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V2-Chat-0628,DeepSeek-V2-Chat-0628,DeepSeek,2024/7/18,2024-07-18 02:47:09+00:00,2024-07-18 12:40:44+00:00,,,deepseek,deepseek-ai/DeepSeek-V2-Chat-0628,deepseek-ai/DeepSeek-V2-Chat-0628,deepseek_v2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-Prover-V1.5-SFT,DeepSeek-Prover-V1.5-SFT,DeepSeek,2024/8/15,2024-08-15 14:36:27+00:00,2024-08-29 12:14:35+00:00,,,deepseek,deepseek-ai/DeepSeek-Prover-V1.5-SFT,deepseek-ai/DeepSeek-Prover-V1.5-SFT,deepseek_other,active,open-weights,,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-Prover-V1.5-RL,DeepSeek-Prover-V1.5-RL,DeepSeek,2024/8/15,2024-08-15 14:37:11+00:00,2024-08-29 12:13:55+00:00,,,deepseek,deepseek-ai/DeepSeek-Prover-V1.5-RL,deepseek-ai/DeepSeek-Prover-V1.5-RL,deepseek_other,active,open-weights,,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V2.5,DeepSeek-V2.5,DeepSeek,2024/9/5,2024-09-05 09:30:06+00:00,2024-12-11 12:08:06+00:00,,,deepseek,deepseek-ai/DeepSeek-V2.5,deepseek-ai/DeepSeek-V2.5,deepseek_v2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/Janus-1.3B,Janus-1.3B,DeepSeek,2024/10/18,2024-10-18 04:19:26+00:00,2025-01-27 13:31:24+00:00,,,deepseek,deepseek-ai/Janus-1.3B,deepseek-ai/Janus-1.3B,deepseek_other,active,open-weights,any-to-any,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-vl2-tiny,deepseek-vl2-tiny,DeepSeek,2024/12/13,2024-12-13 08:49:22+00:00,2024-12-18 08:17:15+00:00,,,deepseek,deepseek-ai/deepseek-vl2-tiny,deepseek-ai/deepseek-vl2-tiny,deepseek_vl,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-vl2-small,deepseek-vl2-small,DeepSeek,2024/12/13,2024-12-13 09:01:03+00:00,2024-12-18 08:17:59+00:00,,,deepseek,deepseek-ai/deepseek-vl2-small,deepseek-ai/deepseek-vl2-small,deepseek_vl,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/deepseek-vl2,deepseek-vl2,DeepSeek,2024/12/13,2024-12-13 09:06:44+00:00,2024-12-18 08:18:21+00:00,,,deepseek,deepseek-ai/deepseek-vl2,deepseek-ai/deepseek-vl2,deepseek_vl,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V3-Base,DeepSeek-V3-Base,DeepSeek,2024/12/25,2024-12-25 12:52:06+00:00,2025-03-27 04:00:09+00:00,,,deepseek,deepseek-ai/DeepSeek-V3-Base,deepseek-ai/DeepSeek-V3-Base,deepseek_v3,active,open-weights,,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V3,DeepSeek-V3,DeepSeek,2024/12/25,2024-12-25 12:52:23+00:00,2025-03-27 04:01:45+00:00,,,deepseek,deepseek-ai/DeepSeek-V3,deepseek-ai/DeepSeek-V3,deepseek_v3,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-R1-Zero,DeepSeek-R1-Zero,DeepSeek,2025/1/20,2025-01-20 03:35:48+00:00,2025-03-27 04:02:04+00:00,,,deepseek,deepseek-ai/DeepSeek-R1-Zero,deepseek-ai/DeepSeek-R1-Zero,deepseek_r1,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-R1,DeepSeek-R1,DeepSeek,2025/1/20,2025-01-20 03:46:07+00:00,2025-03-27 04:01:59+00:00,,,deepseek,deepseek-ai/DeepSeek-R1,deepseek-ai/DeepSeek-R1,deepseek_r1,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,DeepSeek-R1-Distill-Qwen-1.5B,DeepSeek,2025/1/20,2025-01-20 09:04:18+00:00,2025-02-24 03:32:35+00:00,,,deepseek,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,deepseek_r1,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-R1-Distill-Llama-8B,DeepSeek-R1-Distill-Llama-8B,DeepSeek,2025/1/20,2025-01-20 09:09:42+00:00,2025-02-24 03:32:07+00:00,,,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,deepseek_r1,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-R1-Distill-Llama-70B,DeepSeek-R1-Distill-Llama-70B,DeepSeek,2025/1/20,2025-01-20 09:13:33+00:00,2025-02-24 03:31:15+00:00,,,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,deepseek_r1,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,DeepSeek-R1-Distill-Qwen-7B,DeepSeek,2025/1/20,2025-01-20 09:16:14+00:00,2025-02-24 03:32:20+00:00,,,deepseek,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,deepseek_r1,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,DeepSeek-R1-Distill-Qwen-14B,DeepSeek,2025/1/20,2025-01-20 09:18:27+00:00,2025-02-24 03:31:45+00:00,,,deepseek,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,deepseek_r1,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,DeepSeek-R1-Distill-Qwen-32B,DeepSeek,2025/1/20,2025-01-20 09:19:00+00:00,2025-02-24 03:31:29+00:00,,,deepseek,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,deepseek_r1,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/Janus-Pro-7B,Janus-Pro-7B,DeepSeek,2025/1/26,2025-01-26 12:05:50+00:00,2025-02-01 08:00:16+00:00,,,deepseek,deepseek-ai/Janus-Pro-7B,deepseek-ai/Janus-Pro-7B,deepseek_other,active,open-weights,any-to-any,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/Janus-Pro-1B,Janus-Pro-1B,DeepSeek,2025/1/26,2025-01-26 12:07:49+00:00,2025-02-01 08:00:32+00:00,,,deepseek,deepseek-ai/Janus-Pro-1B,deepseek-ai/Janus-Pro-1B,deepseek_other,active,open-weights,any-to-any,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V3-0324,DeepSeek-V3-0324,DeepSeek,2025/3/24,2025-03-24 09:28:22+00:00,2025-03-27 04:01:53+00:00,,,deepseek,deepseek-ai/DeepSeek-V3-0324,deepseek-ai/DeepSeek-V3-0324,deepseek_v3,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
